filename,chain,vuln_class,instance,strategy,model,DR,FPR,EQS,RC,notes
algorand_v6_logsig_abuse_inst3_zero_shot_claude-3-7.json,algorand,v6_logsig_abuse,inst3,zero_shot,claude-3-7,1,,5,1,
algorand_v6_logsig_abuse_inst3_zero_shot_codellama.json,algorand,v6_logsig_abuse,inst3,zero_shot,codellama,1,,2,1,
algorand_v6_logsig_abuse_inst3_zero_shot_gpt-4o.json,algorand,v6_logsig_abuse,inst3,zero_shot,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst1_cot_claude-3-7.json,algorand,v7_group_tx,inst1,cot,claude-3-7,1,,2,1,
algorand_v7_group_tx_inst1_cot_codellama.json,algorand,v7_group_tx,inst1,cot,codellama,1,,2,1,
algorand_v7_group_tx_inst1_cot_gpt-4o.json,algorand,v7_group_tx,inst1,cot,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst1_rag_claude-3-7.json,algorand,v7_group_tx,inst1,rag,claude-3-7,1,,2,1,
algorand_v7_group_tx_inst1_rag_codellama.json,algorand,v7_group_tx,inst1,rag,codellama,1,,2,1,
algorand_v7_group_tx_inst1_rag_gpt-4o.json,algorand,v7_group_tx,inst1,rag,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst1_zero_shot_claude-3-7.json,algorand,v7_group_tx,inst1,zero_shot,claude-3-7,1,,2,1,
algorand_v7_group_tx_inst1_zero_shot_codellama.json,algorand,v7_group_tx,inst1,zero_shot,codellama,1,,2,1,
algorand_v7_group_tx_inst1_zero_shot_gpt-4o.json,algorand,v7_group_tx,inst1,zero_shot,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst2_cot_claude-3-7.json,algorand,v7_group_tx,inst2,cot,claude-3-7,1,,5,1,
algorand_v7_group_tx_inst2_cot_codellama.json,algorand,v7_group_tx,inst2,cot,codellama,1,,2,1,
algorand_v7_group_tx_inst2_cot_gpt-4o.json,algorand,v7_group_tx,inst2,cot,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst2_rag_claude-3-7.json,algorand,v7_group_tx,inst2,rag,claude-3-7,1,,2,1,
algorand_v7_group_tx_inst2_rag_codellama.json,algorand,v7_group_tx,inst2,rag,codellama,1,,2,0,
algorand_v7_group_tx_inst2_rag_gpt-4o.json,algorand,v7_group_tx,inst2,rag,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst2_zero_shot_claude-3-7.json,algorand,v7_group_tx,inst2,zero_shot,claude-3-7,1,,5,1,
algorand_v7_group_tx_inst2_zero_shot_codellama.json,algorand,v7_group_tx,inst2,zero_shot,codellama,1,,2,1,
algorand_v7_group_tx_inst2_zero_shot_gpt-4o.json,algorand,v7_group_tx,inst2,zero_shot,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst3_cot_claude-3-7.json,algorand,v7_group_tx,inst3,cot,claude-3-7,1,,5,1,
algorand_v7_group_tx_inst3_cot_codellama.json,algorand,v7_group_tx,inst3,cot,codellama,1,,2,1,
algorand_v7_group_tx_inst3_cot_gpt-4o.json,algorand,v7_group_tx,inst3,cot,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst3_rag_claude-3-7.json,algorand,v7_group_tx,inst3,rag,claude-3-7,1,,2,1,
algorand_v7_group_tx_inst3_rag_codellama.json,algorand,v7_group_tx,inst3,rag,codellama,1,,2,1,
algorand_v7_group_tx_inst3_rag_gpt-4o.json,algorand,v7_group_tx,inst3,rag,gpt-4o,1,,2,1,
algorand_v7_group_tx_inst3_zero_shot_claude-3-7.json,algorand,v7_group_tx,inst3,zero_shot,claude-3-7,1,,5,1,
algorand_v7_group_tx_inst3_zero_shot_codellama.json,algorand,v7_group_tx,inst3,zero_shot,codellama,1,,2,0,
algorand_v7_group_tx_inst3_zero_shot_gpt-4o.json,algorand,v7_group_tx,inst3,zero_shot,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst1_cot_claude-3-7.json,algorand,v8_unchecked_fields,inst1,cot,claude-3-7,1,,5,1,
algorand_v8_unchecked_fields_inst1_cot_codellama.json,algorand,v8_unchecked_fields,inst1,cot,codellama,1,,2,1,
algorand_v8_unchecked_fields_inst1_cot_gpt-4o.json,algorand,v8_unchecked_fields,inst1,cot,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst1_rag_claude-3-7.json,algorand,v8_unchecked_fields,inst1,rag,claude-3-7,1,,2,1,
algorand_v8_unchecked_fields_inst1_rag_codellama.json,algorand,v8_unchecked_fields,inst1,rag,codellama,1,,2,1,
algorand_v8_unchecked_fields_inst1_rag_gpt-4o.json,algorand,v8_unchecked_fields,inst1,rag,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst1_zero_shot_claude-3-7.json,algorand,v8_unchecked_fields,inst1,zero_shot,claude-3-7,1,,5,1,
algorand_v8_unchecked_fields_inst1_zero_shot_codellama.json,algorand,v8_unchecked_fields,inst1,zero_shot,codellama,1,,2,0,
algorand_v8_unchecked_fields_inst1_zero_shot_gpt-4o.json,algorand,v8_unchecked_fields,inst1,zero_shot,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst2_cot_claude-3-7.json,algorand,v8_unchecked_fields,inst2,cot,claude-3-7,1,,2,1,
algorand_v8_unchecked_fields_inst2_cot_codellama.json,algorand,v8_unchecked_fields,inst2,cot,codellama,1,,2,1,
algorand_v8_unchecked_fields_inst2_cot_gpt-4o.json,algorand,v8_unchecked_fields,inst2,cot,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst2_rag_claude-3-7.json,algorand,v8_unchecked_fields,inst2,rag,claude-3-7,1,,2,1,
algorand_v8_unchecked_fields_inst2_rag_codellama.json,algorand,v8_unchecked_fields,inst2,rag,codellama,1,,2,0,
algorand_v8_unchecked_fields_inst2_rag_gpt-4o.json,algorand,v8_unchecked_fields,inst2,rag,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst2_zero_shot_claude-3-7.json,algorand,v8_unchecked_fields,inst2,zero_shot,claude-3-7,1,,5,1,
algorand_v8_unchecked_fields_inst2_zero_shot_codellama.json,algorand,v8_unchecked_fields,inst2,zero_shot,codellama,1,,5,1,
algorand_v8_unchecked_fields_inst2_zero_shot_gpt-4o.json,algorand,v8_unchecked_fields,inst2,zero_shot,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst3_cot_claude-3-7.json,algorand,v8_unchecked_fields,inst3,cot,claude-3-7,1,,5,1,
algorand_v8_unchecked_fields_inst3_cot_codellama.json,algorand,v8_unchecked_fields,inst3,cot,codellama,1,,2,1,
algorand_v8_unchecked_fields_inst3_cot_gpt-4o.json,algorand,v8_unchecked_fields,inst3,cot,gpt-4o,1,,2,1,
algorand_v8_unchecked_fields_inst3_rag_claude-3-7.json,algorand,v8_unchecked_fields,inst3,rag,claude-3-7,1,,2,1,
algorand_v8_unchecked_fields_inst3_rag_codellama.json,algorand,v8_unchecked_fields,inst3,rag,codellama,1,,2,1,
algorand_v8_unchecked_fields_inst3_rag_gpt-4o.json,algorand,v8_unchecked_fields,inst3,rag,gpt-4o,1,,2,0,
algorand_v8_unchecked_fields_inst3_zero_shot_claude-3-7.json,algorand,v8_unchecked_fields,inst3,zero_shot,claude-3-7,1,,5,1,
algorand_v8_unchecked_fields_inst3_zero_shot_codellama.json,algorand,v8_unchecked_fields,inst3,zero_shot,codellama,1,,5,0,
algorand_v8_unchecked_fields_inst3_zero_shot_gpt-4o.json,algorand,v8_unchecked_fields,inst3,zero_shot,gpt-4o,1,,2,1,
solana_v1_missing_signer_inst1_cot_claude-3-7.json,solana,v1_missing_signer,inst1,cot,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst1_cot_codellama.json,solana,v1_missing_signer,inst1,cot,codellama,1,,2,1,
solana_v1_missing_signer_inst1_cot_gpt-4o.json,solana,v1_missing_signer,inst1,cot,gpt-4o,1,,5,1,
solana_v1_missing_signer_inst1_rag_claude-3-7.json,solana,v1_missing_signer,inst1,rag,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst1_rag_codellama.json,solana,v1_missing_signer,inst1,rag,codellama,1,,2,1,
solana_v1_missing_signer_inst1_rag_gpt-4o.json,solana,v1_missing_signer,inst1,rag,gpt-4o,1,,5,1,
solana_v1_missing_signer_inst1_zero_shot_claude-3-7.json,solana,v1_missing_signer,inst1,zero_shot,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst1_zero_shot_codellama.json,solana,v1_missing_signer,inst1,zero_shot,codellama,1,,5,0,
solana_v1_missing_signer_inst1_zero_shot_gpt-4o.json,solana,v1_missing_signer,inst1,zero_shot,gpt-4o,1,,2,1,
solana_v1_missing_signer_inst2_cot_claude-3-7.json,solana,v1_missing_signer,inst2,cot,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst2_cot_codellama.json,solana,v1_missing_signer,inst2,cot,codellama,1,,5,1,
solana_v1_missing_signer_inst2_cot_gpt-4o.json,solana,v1_missing_signer,inst2,cot,gpt-4o,1,,2,1,
solana_v1_missing_signer_inst2_rag_claude-3-7.json,solana,v1_missing_signer,inst2,rag,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst2_rag_codellama.json,solana,v1_missing_signer,inst2,rag,codellama,1,,5,0,
solana_v1_missing_signer_inst2_rag_gpt-4o.json,solana,v1_missing_signer,inst2,rag,gpt-4o,1,,5,1,
solana_v1_missing_signer_inst2_zero_shot_claude-3-7.json,solana,v1_missing_signer,inst2,zero_shot,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst2_zero_shot_codellama.json,solana,v1_missing_signer,inst2,zero_shot,codellama,1,,3,1,
solana_v1_missing_signer_inst2_zero_shot_gpt-4o.json,solana,v1_missing_signer,inst2,zero_shot,gpt-4o,1,,4,1,
solana_v1_missing_signer_inst3_cot_claude-3-7.json,solana,v1_missing_signer,inst3,cot,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst3_cot_codellama.json,solana,v1_missing_signer,inst3,cot,codellama,1,,2,1,
solana_v1_missing_signer_inst3_cot_gpt-4o.json,solana,v1_missing_signer,inst3,cot,gpt-4o,1,,5,1,
solana_v1_missing_signer_inst3_rag_claude-3-7.json,solana,v1_missing_signer,inst3,rag,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst3_rag_codellama.json,solana,v1_missing_signer,inst3,rag,codellama,1,,5,1,
solana_v1_missing_signer_inst3_rag_gpt-4o.json,solana,v1_missing_signer,inst3,rag,gpt-4o,1,,5,1,
solana_v1_missing_signer_inst3_zero_shot_claude-3-7.json,solana,v1_missing_signer,inst3,zero_shot,claude-3-7,1,,5,1,
solana_v1_missing_signer_inst3_zero_shot_codellama.json,solana,v1_missing_signer,inst3,zero_shot,codellama,1,,5,1,
solana_v1_missing_signer_inst3_zero_shot_gpt-4o.json,solana,v1_missing_signer,inst3,zero_shot,gpt-4o,1,,2,0,
solana_v2_account_confusion_inst1_cot_claude-3-7.json,solana,v2_account_confusion,inst1,cot,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst1_cot_codellama.json,solana,v2_account_confusion,inst1,cot,codellama,1,,5,1,
solana_v2_account_confusion_inst1_cot_gpt-4o.json,solana,v2_account_confusion,inst1,cot,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst1_rag_claude-3-7.json,solana,v2_account_confusion,inst1,rag,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst1_rag_codellama.json,solana,v2_account_confusion,inst1,rag,codellama,1,,5,0,
solana_v2_account_confusion_inst1_rag_gpt-4o.json,solana,v2_account_confusion,inst1,rag,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst1_zero_shot_claude-3-7.json,solana,v2_account_confusion,inst1,zero_shot,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst1_zero_shot_codellama.json,solana,v2_account_confusion,inst1,zero_shot,codellama,1,,5,1,
solana_v2_account_confusion_inst1_zero_shot_gpt-4o.json,solana,v2_account_confusion,inst1,zero_shot,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst2_cot_claude-3-7.json,solana,v2_account_confusion,inst2,cot,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst2_cot_codellama.json,solana,v2_account_confusion,inst2,cot,codellama,1,,5,1,
solana_v2_account_confusion_inst2_cot_gpt-4o.json,solana,v2_account_confusion,inst2,cot,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst2_rag_claude-3-7.json,solana,v2_account_confusion,inst2,rag,claude-3-7,0,,1,1,
solana_v2_account_confusion_inst2_rag_codellama.json,solana,v2_account_confusion,inst2,rag,codellama,0,,1,1,
solana_v2_account_confusion_inst2_rag_gpt-4o.json,solana,v2_account_confusion,inst2,rag,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst2_zero_shot_claude-3-7.json,solana,v2_account_confusion,inst2,zero_shot,claude-3-7,0,,1,1,
solana_v2_account_confusion_inst2_zero_shot_codellama.json,solana,v2_account_confusion,inst2,zero_shot,codellama,0,,1,1,
solana_v2_account_confusion_inst2_zero_shot_gpt-4o.json,solana,v2_account_confusion,inst2,zero_shot,gpt-4o,0,,1,1,
solana_v2_account_confusion_inst3_cot_claude-3-7.json,solana,v2_account_confusion,inst3,cot,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst3_cot_codellama.json,solana,v2_account_confusion,inst3,cot,codellama,1,,5,1,
solana_v2_account_confusion_inst3_cot_gpt-4o.json,solana,v2_account_confusion,inst3,cot,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst3_rag_claude-3-7.json,solana,v2_account_confusion,inst3,rag,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst3_rag_codellama.json,solana,v2_account_confusion,inst3,rag,codellama,0,,1,1,
solana_v2_account_confusion_inst3_rag_gpt-4o.json,solana,v2_account_confusion,inst3,rag,gpt-4o,1,,5,1,
solana_v2_account_confusion_inst3_zero_shot_claude-3-7.json,solana,v2_account_confusion,inst3,zero_shot,claude-3-7,1,,5,1,
solana_v2_account_confusion_inst3_zero_shot_codellama.json,solana,v2_account_confusion,inst3,zero_shot,codellama,0,,1,1,
solana_v2_account_confusion_inst3_zero_shot_gpt-4o.json,solana,v2_account_confusion,inst3,zero_shot,gpt-4o,0,,1,1,
solana_v3_arithmetic_overflow_inst1_cot_claude-3-7.json,solana,v3_arithmetic_overflow,inst1,cot,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst1_cot_codellama.json,solana,v3_arithmetic_overflow,inst1,cot,codellama,1,,2,1,
solana_v3_arithmetic_overflow_inst1_cot_gpt-4o.json,solana,v3_arithmetic_overflow,inst1,cot,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst1_rag_claude-3-7.json,solana,v3_arithmetic_overflow,inst1,rag,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst1_rag_codellama.json,solana,v3_arithmetic_overflow,inst1,rag,codellama,1,,5,0,
solana_v3_arithmetic_overflow_inst1_rag_gpt-4o.json,solana,v3_arithmetic_overflow,inst1,rag,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst1_zero_shot_claude-3-7.json,solana,v3_arithmetic_overflow,inst1,zero_shot,claude-3-7,1,,2,0,
solana_v3_arithmetic_overflow_inst1_zero_shot_codellama.json,solana,v3_arithmetic_overflow,inst1,zero_shot,codellama,1,,5,0,
solana_v3_arithmetic_overflow_inst1_zero_shot_gpt-4o.json,solana,v3_arithmetic_overflow,inst1,zero_shot,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst2_cot_claude-3-7.json,solana,v3_arithmetic_overflow,inst2,cot,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst2_cot_codellama.json,solana,v3_arithmetic_overflow,inst2,cot,codellama,1,,2,1,
solana_v3_arithmetic_overflow_inst2_cot_gpt-4o.json,solana,v3_arithmetic_overflow,inst2,cot,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst2_rag_claude-3-7.json,solana,v3_arithmetic_overflow,inst2,rag,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst2_rag_codellama.json,solana,v3_arithmetic_overflow,inst2,rag,codellama,1,,2,1,
solana_v3_arithmetic_overflow_inst2_rag_gpt-4o.json,solana,v3_arithmetic_overflow,inst2,rag,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst2_zero_shot_claude-3-7.json,solana,v3_arithmetic_overflow,inst2,zero_shot,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst2_zero_shot_codellama.json,solana,v3_arithmetic_overflow,inst2,zero_shot,codellama,1,,5,1,
solana_v3_arithmetic_overflow_inst2_zero_shot_gpt-4o.json,solana,v3_arithmetic_overflow,inst2,zero_shot,gpt-4o,1,,5,0,
solana_v3_arithmetic_overflow_inst3_cot_claude-3-7.json,solana,v3_arithmetic_overflow,inst3,cot,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst3_cot_codellama.json,solana,v3_arithmetic_overflow,inst3,cot,codellama,1,,2,1,
solana_v3_arithmetic_overflow_inst3_cot_gpt-4o.json,solana,v3_arithmetic_overflow,inst3,cot,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst3_rag_claude-3-7.json,solana,v3_arithmetic_overflow,inst3,rag,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst3_rag_codellama.json,solana,v3_arithmetic_overflow,inst3,rag,codellama,1,,2,1,
solana_v3_arithmetic_overflow_inst3_rag_gpt-4o.json,solana,v3_arithmetic_overflow,inst3,rag,gpt-4o,1,,2,1,
solana_v3_arithmetic_overflow_inst3_zero_shot_claude-3-7.json,solana,v3_arithmetic_overflow,inst3,zero_shot,claude-3-7,1,,5,1,
solana_v3_arithmetic_overflow_inst3_zero_shot_codellama.json,solana,v3_arithmetic_overflow,inst3,zero_shot,codellama,1,,2,0,
solana_v3_arithmetic_overflow_inst3_zero_shot_gpt-4o.json,solana,v3_arithmetic_overflow,inst3,zero_shot,gpt-4o,1,,5,1,
solana_v4_bump_seed_inst1_cot_claude-3-7.json,solana,v4_bump_seed,inst1,cot,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst1_cot_codellama.json,solana,v4_bump_seed,inst1,cot,codellama,1,,2,1,
solana_v4_bump_seed_inst1_cot_gpt-4o.json,solana,v4_bump_seed,inst1,cot,gpt-4o,1,,2,1,
solana_v4_bump_seed_inst1_rag_claude-3-7.json,solana,v4_bump_seed,inst1,rag,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst1_rag_codellama.json,solana,v4_bump_seed,inst1,rag,codellama,1,,5,1,
solana_v4_bump_seed_inst1_rag_gpt-4o.json,solana,v4_bump_seed,inst1,rag,gpt-4o,1,,5,1,
solana_v4_bump_seed_inst1_zero_shot_claude-3-7.json,solana,v4_bump_seed,inst1,zero_shot,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst1_zero_shot_codellama.json,solana,v4_bump_seed,inst1,zero_shot,codellama,1,,2,1,
solana_v4_bump_seed_inst1_zero_shot_gpt-4o.json,solana,v4_bump_seed,inst1,zero_shot,gpt-4o,1,,2,1,
solana_v4_bump_seed_inst2_cot_claude-3-7.json,solana,v4_bump_seed,inst2,cot,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst2_cot_codellama.json,solana,v4_bump_seed,inst2,cot,codellama,1,,5,1,
solana_v4_bump_seed_inst2_cot_gpt-4o.json,solana,v4_bump_seed,inst2,cot,gpt-4o,1,,5,1,
solana_v4_bump_seed_inst2_rag_claude-3-7.json,solana,v4_bump_seed,inst2,rag,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst2_rag_codellama.json,solana,v4_bump_seed,inst2,rag,codellama,1,,5,1,
solana_v4_bump_seed_inst2_rag_gpt-4o.json,solana,v4_bump_seed,inst2,rag,gpt-4o,1,,5,1,
solana_v4_bump_seed_inst2_zero_shot_claude-3-7.json,solana,v4_bump_seed,inst2,zero_shot,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst2_zero_shot_codellama.json,solana,v4_bump_seed,inst2,zero_shot,codellama,1,,2,1,
solana_v4_bump_seed_inst2_zero_shot_gpt-4o.json,solana,v4_bump_seed,inst2,zero_shot,gpt-4o,1,,2,1,
solana_v4_bump_seed_inst3_cot_claude-3-7.json,solana,v4_bump_seed,inst3,cot,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst3_cot_codellama.json,solana,v4_bump_seed,inst3,cot,codellama,1,,5,1,
solana_v4_bump_seed_inst3_cot_gpt-4o.json,solana,v4_bump_seed,inst3,cot,gpt-4o,1,,5,1,
solana_v4_bump_seed_inst3_rag_claude-3-7.json,solana,v4_bump_seed,inst3,rag,claude-3-7,1,,5,1,
solana_v4_bump_seed_inst3_rag_codellama.json,solana,v4_bump_seed,inst3,rag,codellama,1,,5,0,
solana_v4_bump_seed_inst3_rag_gpt-4o.json,solana,v4_bump_seed,inst3,rag,gpt-4o,1,,5,1,
solana_v4_bump_seed_inst3_zero_shot_claude-3-7.json,solana,v4_bump_seed,inst3,zero_shot,claude-3-7,1,,5,0,
solana_v4_bump_seed_inst3_zero_shot_codellama.json,solana,v4_bump_seed,inst3,zero_shot,codellama,1,,5,1,
solana_v4_bump_seed_inst3_zero_shot_gpt-4o.json,solana,v4_bump_seed,inst3,zero_shot,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst1_cot_claude-3-7.json,solana,v5_stale_cpi,inst1,cot,claude-3-7,1,,5,1,
solana_v5_stale_cpi_inst1_cot_codellama.json,solana,v5_stale_cpi,inst1,cot,codellama,1,,5,1,
solana_v5_stale_cpi_inst1_cot_gpt-4o.json,solana,v5_stale_cpi,inst1,cot,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst1_rag_claude-3-7.json,solana,v5_stale_cpi,inst1,rag,claude-3-7,1,,5,1,
solana_v5_stale_cpi_inst1_rag_codellama.json,solana,v5_stale_cpi,inst1,rag,codellama,1,,2,1,
solana_v5_stale_cpi_inst1_rag_gpt-4o.json,solana,v5_stale_cpi,inst1,rag,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst1_zero_shot_claude-3-7.json,solana,v5_stale_cpi,inst1,zero_shot,claude-3-7,1,,2,1,
solana_v5_stale_cpi_inst1_zero_shot_codellama.json,solana,v5_stale_cpi,inst1,zero_shot,codellama,1,,3,1,
solana_v5_stale_cpi_inst1_zero_shot_gpt-4o.json,solana,v5_stale_cpi,inst1,zero_shot,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst2_cot_claude-3-7.json,solana,v5_stale_cpi,inst2,cot,claude-3-7,1,,5,1,
solana_v5_stale_cpi_inst2_cot_codellama.json,solana,v5_stale_cpi,inst2,cot,codellama,1,,2,1,
solana_v5_stale_cpi_inst2_cot_gpt-4o.json,solana,v5_stale_cpi,inst2,cot,gpt-4o,1,,5,1,
solana_v5_stale_cpi_inst2_rag_claude-3-7.json,solana,v5_stale_cpi,inst2,rag,claude-3-7,1,,5,1,
solana_v5_stale_cpi_inst2_rag_codellama.json,solana,v5_stale_cpi,inst2,rag,codellama,1,,2,1,
solana_v5_stale_cpi_inst2_rag_gpt-4o.json,solana,v5_stale_cpi,inst2,rag,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst2_zero_shot_claude-3-7.json,solana,v5_stale_cpi,inst2,zero_shot,claude-3-7,1,,4,1,
solana_v5_stale_cpi_inst2_zero_shot_codellama.json,solana,v5_stale_cpi,inst2,zero_shot,codellama,1,,2,1,
solana_v5_stale_cpi_inst2_zero_shot_gpt-4o.json,solana,v5_stale_cpi,inst2,zero_shot,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst3_cot_claude-3-7.json,solana,v5_stale_cpi,inst3,cot,claude-3-7,1,,5,1,
solana_v5_stale_cpi_inst3_cot_codellama.json,solana,v5_stale_cpi,inst3,cot,codellama,1,,5,1,
solana_v5_stale_cpi_inst3_cot_gpt-4o.json,solana,v5_stale_cpi,inst3,cot,gpt-4o,1,,5,1,
solana_v5_stale_cpi_inst3_rag_claude-3-7.json,solana,v5_stale_cpi,inst3,rag,claude-3-7,1,,5,1,
solana_v5_stale_cpi_inst3_rag_codellama.json,solana,v5_stale_cpi,inst3,rag,codellama,1,,5,1,
solana_v5_stale_cpi_inst3_rag_gpt-4o.json,solana,v5_stale_cpi,inst3,rag,gpt-4o,1,,2,1,
solana_v5_stale_cpi_inst3_zero_shot_claude-3-7.json,solana,v5_stale_cpi,inst3,zero_shot,claude-3-7,1,,5,0,
solana_v5_stale_cpi_inst3_zero_shot_codellama.json,solana,v5_stale_cpi,inst3,zero_shot,codellama,1,,5,1,
